ORDER ID,TN1 (NSS TN),TN2
2203095-1416,,4PX3000563460881CN
2203377-1416,,4PX3000563461123CN
2203460-1416,,YT2311621272064689
2203345-1416,,YT2311621272064656
2189415-1416,,4PX3000563461581CN
2203337-1416,,4PX3000563462182CN
2203161-1416,,YT2311621272064658
2203533-1416,,YT2311621272064665
2203018-1416,,4PX3000563461932CN
2203303-1416,,4PX3000563461819CN
2203024-1416,,4PX3000563461253CN
2203053-1416,,YT2311621272064700
2203046-1416,,YT2311621272064706
2203309-1416,,4PX3000563462151CN
2203786-1416,,YT2311621272064719
2203157-1416,,4PX3000563461987CN
2203152-1416,,YT2311621272064752
2202963-1416,,4PX3000563462243CN
2203020-1416,,4PX3000563461857CN
2203494-1416,,YT2311621272064683
2203177-1416,,YT2311621272064723
2203344-1416,,4PX3000563462083CN
2203186-1416,,4PX3000563461734CN
2197127-1416,,4PX3000563462328CN
2202967-1416,,4PX3000563462458CN
2203022-1416,,4PX3000563462205CN
2203452-1416,,YT2311621272064758
2202940-1416,,YT2311621272064741
106510,,YT2311621272064805
106489,,JY234T900131030274
2203410-1416,,YT2311621272064826
2203176-1416,,YT2311621272064744
2193209-1416,,4PX3000563462120CN
2203215-1416,,YT2311621272064763
2203293-1416,,JY234T100131030267
2202991-1416,,YT2311621272064865
2203448-1416,,YT2311621272064722
2203184-1416,,YT2311621272064760
2202950-1416,,4PX3000563462700CN
2203103-1416,,4PX3000563463196CN
2203383-1416,,YT2311621272064866
2166091-1416,,YT2311621272064864
2203290-1416,,YT2311621272064726
2203443-1416,,YT2311621272064771
2203099-1416,,YT2311621272064792
2185406-1416,,YT2311621272064891
2203401-1416,,4PX3000563463417CN
2202983-1416,,4PX3000563463318CN
2203217-1416,,JY234T100131030287
106514,,YT2311621272064941
2203427-1416,,4PX3000563463677CN
2203065-1416,,4PX3000563462380CN
2203338-1416,,YT2311621272064971
2203286-1416,,7.32132E+15
2203011-1416,,YT2311621272064985
2203196-1416,,YT2311621272064731
2203527-1416,,YT2311621272064838
2203262-1416,,4PX3000563462533CN
2202969-1416,,YT2311621272064936
2202938-1416,,4PX3000563463455CN
2203223-1416,,4PX3000563463448CN
2156852-1416,,JY234T100131030300
2203028-1416,,YT2311621272064914
2203019-1416,,YT2311621272064900
2195471-1416,,WNBAA0236129376YQ
2203187-1416,,YT2311621272064921
2203496-1416,,YT2311621272064879
2203343-1416,,YT2311621272064920
2203517-1416,,
2203392-1416,,YT2311621272065044
2203524-1416,,WNBAA0236129378YQ
2203376-1416,,YT2311621272064949
2203375-1416,,7.9421E+17
2203249-1416,,YT2311621272064960
2203091-1416,,4PX3000563463639CN
2203075-1416,,YT2311621272064928
2203039-1416,,4PX3000563463660CN
2192886-1416,,YT2311621272065221
2203047-1416,,YT2311621272064994
2203523-1416,,YT2311621272065015
2203243-1416,,YT2311621272065033
2202989-1416,,YT2311621272064906
2203143-1416,,YT2311621272064993
2192307-1416,,YT2311621272064938
2202939-1416,,YT2311621272065038
2196032-1416,,WNBAA0236129492YQ
2203229-1416,,YT2311621272065469
2189857-1416,,JY234T100131030304
2203535-1416,,7.9421E+17
2203356-1416,,YT2311621272065263
2202992-1416,,YT2311621272065265
2191745-1416,,WNBAA0236129423YQ
2203432-1416,,YT2311621272065167
2202964-1416,,YT2311621272065089
2203077-1416,,YT2311621272065116
2203419-1416,,YT2311621272065130
2203131-1416,,YT2311621272065226
2202936-1416,,YT2311621272065285
2203171-1416,,YT2311621272065152
2203191-1416,,YT2311621272065229
2203529-1416,,YT2311621272065267
2203123-1416,,YT2311621272065317
2203370-1416,,YT2311621272065128
2203395-1416,,YT2311621272065362
2203005-1416,,YT2311621272065119
2203066-1416,,YT2311621272065123
2203114-1416,,YT2311621272065181
2203334-1416,,YT2311621272065377
2203404-1416,,YT2311621272065418
2203445-1416,,YT2311621272065193
2203033-1416,,YT2311621272065436
2203037-1416,,YT2311621272065539
2203357-1416,,YT2311621272065331
2203324-1416,,YT2311621272065307
2203314-1416,,YT2311621272065149
2203530-1416,,YT2311621272065373
2190114-1416,,YT2311621272065174
2203520-1416,,YT2311621272065583
2203023-1416,,JY234T900131030325
2203165-1416,,JY234T100131030327
2194693-1416,,WNBAA0236129493YQ
2203156-1416,,YT2311621272065447
2202961-1416,,YT2311621272065422
2203435-1416,,YT2311621272065442
2202995-1416,,YT2311621272065200
2203463-1416,,YT2311621272065372
2203278-1416,,JY234T100131030359
2203332-1416,,YT2311621272065481
2203316-1416,,YT2311621272065480
2203457-1416,,YT2311621272065716
2203147-1416,,YT2311621272065496
2203418-1416,,YT2311621272065388
106475,,YT2311621272065233
2202930-1416,,WNBAA0236129490YQ
2203060-1416,,YT2311621272065540
2195226-1416,,YT2311621272065437
2203522-1416,,YT2311621272065255
2203291-1416,,YT2311621272065314
2203526-1416,,7.9421E+17
2203490-1416,,JY234T100131030376
2203281-1416,,JY234T100131030386
2203115-1416,,YT2311621272065725
2203470-1416,,YT2311621272065405
2203180-1416,,YT2311621272065573
2203118-1416,,YT2311621272065542
2203034-1416,,YT2311621272065628
2203399-1416,,JY234T900131030360
2196638-1416,,YT2311621272065566
2202927-1416,,YT2311621272065663
2196955-1416,,WNBAA0236129274YQ
2203318-1416,,YT2311621272065672
2203297-1416,,YT2311621272065653
2195367-1416,,JY234T900131030434
2202981-1416,,YT2311621272065478
2203264-1416,,YT2311621272065515
2203305-1416,,YT2311621272065427
2203168-1416,,YT2311621272065489
2203456-1416,,JY234T900131030370
2203179-1416,,YT2311621272065578
2203402-1416,,YT2311621272065580
106508,,YT2311621272065634
2202977-1416,,JY234T900131030390
2203538-1416,,WNBAA0236129639YQ
2202997-1416,,YT2311621272065666
2203125-1416,,YT2311621272065553
2203346-1416,,YT2311621272065690
2203351-1416,,YT2311621272065700
2203253-1416,,YT2311621272065747
2203206-1416,,YT2311621272065795
2203398-1416,,YT2311621272065817
2203296-1416,,YT2311621272065828
2203119-1416,,YT2311621272065687
2203288-1416,,YT2311621272065688
106501,,7.9421E+17
2203350-1416,,YT2311621272065605
2203049-1416,,YT2311621272065626
2202954-1416,,YT2311621272065561
2203436-1416,,YT2311621272065851
2203415-1416,,YT2311621272065610
2203300-1416,,YT2311621272065888
2203102-1416,,YT2311621272065615
2202993-1416,,YT2311621272065961
2203483-1416,,YT2311621272065971
2202987-1416,,JY234T100131030465
2203280-1416,,YT2311621272065986
2203374-1416,,JY234T100131030431
2203500-1416,,YT2311621272065642
2203313-1416,,YT2311621272065654
2203518-1416,,YT2311621272065955
2203235-1416,,YT2311621272065813
2203226-1416,,YT2311621272066021
2203405-1416,,7.9421E+17
2203160-1416,,YT2311621272065681
2203009-1416,,YT2311621272065984
2203122-1416,,YT2311621272065788
106484,,JY234T900131030412
2203008-1416,,YT2311621272066038
2203000-1416,,YT2311621272065722
2203169-1416,,YT2311621272065814
2193192-1416,,YT2311621272065798
2203004-1416,,YT2311621272065784
2203012-1416,,YT2311621272065647
2203231-1416,,YT2311621272065850
2203225-1416,,YT2311621272066042
2203140-1416,,YT2311621272065890
2203365-1416,,YT2311621272065893
2203373-1416,,YT2311621272066060
2203265-1416,,YT2311621272065799
2203488-1416,,YT2311621272065840
2202970-1416,,YT2311621272065707
2177114-1,,WNBAA0236129901YQ
2203504-1416,,7.9421E+17
2202957-1416,,YT2311621272065934
2203458-1416,,YT2311621272065844
2203397-1416,,YT2311621272065951
2203127-1416,,7.32132E+15
2189789-1398,,JY234T100131015643
2201404-1413,NSS570520944547805184,
2201454-1413,NSS569681922288550912,
2196092-1413,NSS569681985386830848,
2201458-1413,NSS569681919141993472,
2201194-1413,NSS569681995515723776,
2201071-1413,NSS569681945067815936,
2201158-1413,NSS569682162952339456,
2201258-1413,NSS569682175044517888,
2192965-1413,NSS569682187900410880,
2201301-1413,NSS569681952660617216,
2201466-1413,NSS569682003628688384,
2201179-1413,NSS569682004906988544,
2201462-1413,NSS569682010154195968,
2201046-1413,NSS569682218803909632,
2142899-1413,NSS569682147497509888,
2201143-1413,NSS569682085232237568,
2201062-1413,NSS569682269487879168,
2201070-1413,NSS569682242769944576,
2201096-1413,NSS569682123829052416,
2201096-1413,NSS569682123829052416,
2201387-1413,NSS569682310694795264,
2201120-1413,NSS569682159959898112,
2201237-1413,NSS569682258298438656,
2195209-1413,NSS569682291261473792,
2201098-1413,NSS569682310839522304,
2201216-1413,NSS569681975915959296,
2176340-1381,NSS569682263276248064,
2201149-1413,NSS569682346979719168,
2201030-1413,NSS569682000977058816,
2190778-1413,NSS569682310647546880,
2201199-1413,NSS569682101810067456,
2193608-1413,NSS569682425847471104,
2190775-1413,NSS569682431002137600,
2201061-1413,NSS569682352063215616,
2201061-1413,NSS569682352063215616,
2201061-1413,NSS569682352063215616,
2201327-1413,NSS569682393848992768,
2201275-1413,NSS569682158640946176,
2201177-1413,NSS569682438044155904,
2201430-1413,NSS569682364450897920,
2191720-1413,NSS569682160453714944,
2201105-1413,NSS569682450221401088,
divph001,NSS569507396027274240,
2166740-1412,NSS570534870552606720,
2166740-1412,NSS570534870552606720,
2174135-1378,NSS570535861951854592,
2145482-1341,NSS570536194657459200,
2200408-1411,NSS570536512052197376,
2200500-1411,NSS570536744406334464,
2200500-1411,NSS570536744406334464,
2174133-1408,NSS570536965133498368,
2197315-1407,NSS570537150943443968,
106116,NSS570537383471463424,
106116,NSS570537383471463424,
2199899-1410,NSS570537590026590208,
106120,NSS570538017625062400,
106120,NSS570538017625062400,
2188494-1410,NSS570538410084637696,
2188494-1410,NSS570538410084637696,
2199746-1410,NSS570538892831422464,
2199694-1410,NSS570539254125403136,
2200049-1410,NSS570539614474524672,
2200049-1410,NSS570539614474524672,
2200049-1410,NSS570539614474524672,
2199465-1409,NSS570540193476704256,
2199083-1408,NSS568052226080232448,
2198750-1408,NSS568052901103129600,
2198379-1408,NSS568053092057207808,
2198379-1408,NSS568053092057207808,
2198886-1408,NSS568053347821224960,
2198967-1408,NSS568253996831556608,
2198821-1408,NSS568054271305192448,
2178238-1407,NSS568054713611154432,
2178238-1407,NSS568054713611154432,
2197407-1407,NSS568054984434451456,
2197357-1407,NSS567893387586706432,
105909,NSS567893574371561472,
105909,NSS567893574371561472,
105894,NSS567893621819021312,
2197452-1407,NSS567893467723494400,
2197452-1407,NSS567893467723494400,
2196821-1405,NSS566545969807916032,
105772,NSS568055441681142784,
105772,NSS568055441681142784,
105775,NSS566546974329845760,
105722,NSS568055759823295488,
2195538-1403,NSS566443729620088832,
2194767-1402,NSS565455237684618240,
2115429-1,NSS564336465277853696,
2188656-1397,NSS563942399340024832,
#1TS13934-2,NSS562095172520913920,
2177961-1381,NSS555784544483914752,
2176381-1381,NSS555785249623929856,
2177477-1381,NSS555786889408050176,
2202116-1414,NSS570511850195622912,
2202200-1414,NSS570518448070383616,
2202102-1414,NSS570518887674869760,
2201747-1414,NSS570519405591721984,
2176512-1,NSS570519755292646400,
2168997-1,NSS569681519026363392,
2201122-1413,NSS570519974679599104,
2174341-1,NSS570520221325129728,
2179531-1,NSS569681618208936960,
2201092-1413,NSS570520685517658112,
2196895-1,NSS569681734512792576,
2198885-1,NSS569681737834463232,
2201051-1413,NSS569681622245931008,
2196890-1,NSS569681633532803072,
2183854-1,NSS569681682956540928,
2176001-1,NSS569681850997003264,
2167917-1,NSS570521257482624000,
2179332-1,NSS570521436626992128,
2185161-1,NSS569681913564398592,
2178003-1,NSS569681994090011648,
2201050-1413,NSS569682001264211968,
2201078-1413,NSS570521560524969984,
2201078-1413,NSS570521560524969984,
2172520-1,NSS569681938489966592,
2201121-1413,NSS569682021957796864,
2201378-1413,NSS569681956236066816,
2169149-1,NSS569682105156011008,
2201342-1413,NSS569681973986361344,
2180677-1,NSS569681984019354624,
2201109-1413,NSS569682002037866496,
2201316-1413,NSS569682044257948672,
2201242-1413,NSS569682011168866304,
2201281-1413,NSS569682126793244672,
2201281-1413,NSS569682126793244672,
2201429-1413,NSS569682197610224640,
2201413-1413,NSS569682077910923264,
2201169-1413,NSS570528929472814080,
2201157-1413,NSS569682026715248640,
2201157-1413,NSS569682026715248640,
2201081-1413,NSS569681967623820288,
2201226-1413,NSS569682150445143040,
2183669-1,NSS569682021692593152,
2172014-1,NSS570529154257319936,
2176186-1,NSS569682230891893760,
2184455-1,NSS569682064500622336,
2201057-1413,NSS569682195986895872,
2191920-1413,NSS569682210591244288,
2177960,NSS569682218141342720,
2177960,NSS569682218141342720,
2168677-1,NSS569682104605727744,
2177157-1,NSS569682229671484416,
2196876-1,NSS569682245123167232,
2201135-1413,NSS569682244600952832,
2185055-1,NSS569682282385363968,
2148088-1,NSS569682121626213376,
2201296-1413,NSS569682182380355584,
2171706-1,NSS569682289478065152,
2167884-1,NSS570533970287712256,
2198024-1,NSS569682300852884480,
2201063-1413,NSS570534430352529408,
2183698-1,NSS569682290924966912,
2174813-1,NSS569682349452418048,
2201211-1413,NSS569682184499659776,
2201313-1413,NSS569682161358722048,
2184888-1,NSS569682169558719488,
2201260-1413,NSS569682192996139008,
2188753-1413,NSS569682231940251648,
2185386,NSS569682319363310592,
2185386,NSS569682319363310592,
2201234-1413,NSS569682330603215872,
2183929-1,NSS569681946438172672,
2183581-1,NSS569681986759197696,
2176340-1381,NSS569682263276248064,
2201085-1413,NSS569682219495751680,
2169643-1,NSS569682272163627008,
2201256-1413,NSS569682232717378560,
2180688-1,NSS569682011337819136,
2201186-1413,NSS569682336299910144,
2201499-1413,NSS569682342451773440,
2201210-1413,NSS569682320750795776,
2201314-1413,NSS569682332809286656,
2201246-1413,NSS569682365522737152,
2174422-1,NSS569682370461553664,
2169662-1,NSS569682378070983680,
2177159-1,NSS569682373059901440,
2184523-1,NSS569682415380428800,
2201287-1413,NSS569682337955830784,
2182945-1,NSS569682389602236416,
2178659-1,NSS569682391002022912,
2197611-1413,NSS569682407799380992,
2201165-1413,NSS569682444583427072,
2177715-1,NSS569682436320648192,
2178879-1,NSS569682429198368768,
2183856-1,NSS569682367865412608,
2180676-1,NSS569682175778739200,
2178843-1,NSS569682437894341632,
2201259-1413,NSS569682379932292096,
2184219-1,NSS569682438929372160,
div2002,,
div2001,,
2203609-1417,,3A5V704079830
2203822-1417,,4PX3000564619745CN
2203789-1417,,YT2311721272052042
2155619-1417,,4PX3000564619769CN
2203715-1417,,4PX3000564619776CN
2203849-1417,,YT2311721272052053
2203794-1417,,4PX3000564619875CN
2194309-1417,,4PX3000564619936CN
2203669-1417,,4PX3000564619851CN
2194394-1417,,YT2311721272052104
2203734-1417,,YT2311721272052078
2203554-1417,,YT2311721272052073
2203740-1417,,YT2311721272052059
2203809-1417,,YT2311721272052107
2203602-1417,,YT2311721272052052
2203835-1417,,YT2311721272052071
2203645-1417,,4PX3000564619967CN
2199927-1417,,4PX3000564619912CN
2203744-1417,,4PX3000564619943CN
2169050-1417,,4PX3000564619998CN
2203841-1417,,7.9421E+17
2203600-1417,,YT2311721272052087
2203810-1417,,4PX3000564619950CN
2196619-1417,,YT2311721272052125
2171716-1417,,4PX3000564620048CN
2203721-1417,,4PX3000564620277CN
2203771-1417,,4PX3000564620079CN
2203823-1417,,4PX3000564620130CN
2203838-1417,,YT2311721272052134
106534,,H00S0A0037268984
2203814-1417,,YT2311721272052088
2203634-1417,,4PX3000564620321CN
2203710-1417,,4PX3000564620314CN
2203763-1417,,YT2311721272052092
2203787-1417,,JY234U900131029252
2203755-1417,,YT2311721272052141
2203795-1417,,YT2311721272052118
2203790-1417,,4PX3000564620499CN
2203631-1417,,4PX3000564620192CN
2203824-1417,,YT2311721272052197
106528,,4PX3000564620673CN
106524,,4PX3000564620109CN
106521,,4PX3000564620208CN
2203699-1417,,4PX3000564620918CN
2203844-1417,,
2203689-1417,,WNBAA0236297603YQ
2195766-1417,,WNBAA0236297626YQ
2203847-1417,,WNBAA0236297472YQ
2203703-1417,,YT2311721272052213
1973100-1417,,4PX3000564620710CN
2203806-1417,,YT2311721272052183
2203639-1417,,4PX3000564620253CN
2203542-1417,,YT2311721272052191
2180494-1385,,YT2311721272052168
2203769-1417,,YT2311721272052236
2203593-1417,,YT2311721272052250
106555,,4PX3000564620260CN
106546,,YT2311721272052211
106532,,YT2311721272052242
2203746-1417,,4PX3000564621786CN
2194647-1417,,YT2311721272052365
2203597-1417,,YT2311721272052254
2203586-1417,,4PX3000564621915CN
2203566-1417,,YT2311721272052257
2203658-1417,,4PX3000564621298CN
2203549-1417,,WNBAA0236297482YQ
2193646-1417,,YT2311721272052146
106527,,4PX3000564622233CN
2203686-1417,,4PX3000564621397CN
2191956-1417,,4PX3000564620376CN
2203611-1417,,YT2311721272052151
2165499-1417,,4PX3000564620659CN
2193304-1417,,YT2311721272052155
2203807-1417,,4PX3000564621472CN
2203826-1417,,4PX3000564620482CN
2203725-1417,,4PX3000564622325CN
2177551-1417,,4PX3000564620567CN
2203780-1417,,4PX3000564620307CN
2174701-1417,,YT2311721272052167
2203573-1417,,YT2311721272052355
2203716-1417,,YT2311721272052314
2200800-1417,,YT2311721272052377
2203569-1417,,4PX3000564622806CN
2203601-1417,,4PX3000564620550CN
2203836-1417,,YT2311721272052288
2203625-1417,,4PX3000564620390CN
2203781-1417,,YT2311721272052395
2203778-1417,,4PX3000564620468CN
2203832-1417,,YT2311721272052200
2203800-1417,,YT2311721272052217
2203679-1417,,YT2311721272052506
2203796-1417,,4PX3000564621526CN
2203547-1417,,YT2311721272052508
2203843-1417,,YT2311721272052207
2203830-1417,,4PX3000564620697CN
2203704-1417,,4PX3000564621670CN
2203723-1417,,JY234U900131029312
2189769-1417,,4PX3000564621687CN
2192759-1417,,YT2311721272052322
2203613-1417,,4PX3000564621090CN
2124682-1,,YT2311721272052397
2203741-1417,,YT2311721272052407
2186493-1417,,4PX3000564620871CN
2203736-1417,,4PX3000564622028CN
2203714-1417,,4PX3000564621779CN
106525,,4PX3000564621861CN
2197030-1417,,JY234U900131029274
2174419-1417,,YT2311721272052406
2191071-1417,,YT2311721272052424
2203685-1417,,YT2311721272052262
2203729-1417,,4PX3000564621113CN
2203831-1417,,YT2311721272052449
2203738-1417,,4PX3000564621984CN
2203605-1417,,4PX3000564623278CN
2203863-1417,,YT2311721272052411
106539,,H00S0A0037269114
2195128-1417,,4PX3000564621991CN
2203701-1417,,7.9421E+17
106520,,4PX3000564623582CN
2191516-1417,,4PX3000564623766CN
2203628-1417,,YT2311721272052742
2203642-1417,,4PX3000564621229CN
2203561-1417,,YT2311721272052376
2203562-1417,,4PX3000564621847CN
2203758-1417,,YT2311721272052475
2189212-1417,,WNBAA0236297466YQ
2203696-1417,,4PX3000564622684CN
2203652-1417,,YT2311721272052295
2199942-1410,,4PX3000564621892CN
2203659-1417,,YT2311721272052704
2195218-1417,,4PX3000564624084CN
2203808-1417,,4PX3000564621441CN
2203757-1417,,4PX3000564623018CN
2203708-1417,,4PX3000564623117CN
2203581-1417,,YT2311721272052797
2203587-1417,,4PX3000564624107CN
2203620-1417,,7.32132E+15
2203582-1417,,4PX3000564622455CN
2165253-1417,,YT2311721272052802
2203648-1417,,4PX3000564624213CN
2203712-1417,,YT2311721272052818
106547,,4PX3000564623506CN
2203706-1417,,4PX3000564622714CN
2203606-1417,,YT2311721272052795
2203571-1417,,YT2311721272052863
2203803-1417,,YT2311721272052492
2203861-1417,,YT2311721272052533
106526,,4PX3000564624299CN
2203848-1417,,4PX3000564623728CN
2203687-1417,,YT2311721272052290
2197731-1417,,4PX3000564623032CN
2203837-1417,,YT2311721272052708
2203570-1417,,YT2311721272052854
2203667-1417,,4PX3000564621748CN
2180493-1,,YT2311721272052754
2203784-1417,,YT2311721272052883
2203707-1417,,YT2311721272052360
2203697-1417,,YT2311721272052372
2203607-1417,,4PX3000564621700CN
2203737-1417,,YT2311721272052373
105820,,YT2311721272052562
2203595-1417,,YT2311721272052577
2203812-1417,,7.9421E+17
2203727-1417,,YT2311721272052383
2203589-1417,,YT2311721272052581
2194425-1417,,4PX3000564623377CN
2203779-1417,,YT2311721272052392
106529,,H00S0A0037269001
106544,,YT2311721272052420
2203860-1417,,YT2311721272052846
2191638-1417,,4PX3000564622103CN
2203614-1417,,4PX3000564624336CN
2203575-1417,,YT2311721272052403
2203546-1417,,YT2311721272052419
2203592-1417,,4PX3000564624688CN
106548,,4PX3000564622264CN
2203556-1417,,YT2311721272052861
2203544-1417,,4PX3000564623513CN
2203555-1417,,YT2311721272052431
106552,,YT2311721272052437
2203777-1417,,YT2311721272052940
2203695-1417,,H00S0A0037269380
2199114-1417,,4PX3000564624497CN
2203663-1417,,4PX3000564622271CN
2203564-1417,,JY234U100131029335
2203731-1417,,4PX3000564624350CN
2203590-1417,,YT2311721272052910
2203827-1417,,YT2311721272052444
2203788-1417,,YT2311721272052948
2203853-1417,,YT2311721272052952
2203690-1417,,4PX3000564623780CN
2203804-1417,,YT2311721272052441
2203717-1417,,4PX3000564623810CN
2085703-1417,,YT2311721272052446
2203657-1417,,YT2311721272052461
2203742-1417,,JY234U900131029344
106530,,YT2311721272052466
2203792-1417,,YT2311721272052957
2203629-1417,,YT2311721272052916
2203635-1417,,4PX3000564624398CN
2203615-1417,,YT2311721272052972
2197662-1417,,WNBAA0236298001YQ
2203670-1417,,YT2311721272052926
2203760-1417,,YT2311721272052905
2203692-1417,,YT2311721272052462
2196976-1417,,WNBAA0236297732YQ
2203651-1417,,JY234U900131029338
2203862-1417,,YT2311721272052465
2203664-1417,,WNBAA0236297500YQ
106541,,YT2311721272052936
2203603-1417,,4PX3000564624756CN
2203665-1417,,JY234U900131029309
2203718-1417,,4PX3000564623827CN
106536,,4PX3000564623087CN
2197990-1417,,4PX3000564623964CN
2203693-1417,,4PX3000564623308CN
2203709-1417,,YT2311721272052973
2203855-1417,,WNBAA0236297966YQ
2203596-1417,,YT2311721272052501
2203684-1417,,YT2311721272052625
2203662-1417,,
2203558-1417,,YT2311721272052971
2203585-1417,,4PX3000564624008CN
2203584-1417,,H00S0A0037269126
2187027-1417,,4PX3000564622967CN
2203618-1417,,YT2311721272052570
2203671-1417,,YT2311721272052755
2203799-1417,,YT2311721272052942
2203840-1417,,4PX3000564625012CN
2203681-1417,,YT2311721272052979
2203859-1417,,4PX3000564623438CN
2204076-1417,,YT2311721272052947
2203580-1417,,YT2311721272052981
2183783-1387-2,,4PX3000564406178CN
#1NUVE7078,,7.32132E+15
2203927-1418,,4PX3000565972313CN
2193903-1418,,4PX3000565972344CN
2194110-1418,,4PX3000565972320CN
2196910-1418,,WNBAA0236491493YQ
2203879-1418,,4PX3000565972337CN
2203972-1418,,YT2311821272086011
2203905-1418,,YT2311821272086034
2204141-1418,,YT2311821272086042
2204067-1418,,WNBAA0236491498YQ
106577,,4PX3000565972603CN
2203916-1418,,4PX3000565972412CN
2203908-1418,,4PX3000565972641CN
2196677-1418,,4PX3000565972429CN
2203944-1418,,YT2311821272086024
2193567-1418,,4PX3000565972979CN
2204186-1418,,5774980864
2204161-1418,,4PX3000565972672CN
2204050-1418,,4PX3000565972504CN
2204049-1418,,4PX3000565972535CN
2204078-1418,,4PX3000565972665CN
2203904-1418,,JY234V900131033146
2203951-1418,,4PX3000565972658CN
2168865-1418,,4PX3000565972733CN
106580,,4PX3000565972771CN
2204063-1418,,4PX3000565972597CN
2195756-1418,,4PX3000565972726CN
2204009-1418,,4PX3000565972948CN
2203881-1418,,7.9421E+17
2194688-1418,,4PX3000565973297CN
2204140-1418,,4PX3000565973150CN
2204066-1418,,4PX3000565973242CN
2071175-1418,,4PX3000565972863CN
106594,,4PX3000565972764CN
2180194-1418,,4PX3000565972801CN
2204131-1418,,4PX3000565972856CN
2196721-1418,,4PX3000565973358CN
2189551-1418,,4PX3000565972924CN
2204033-1418,,4PX3000565973426CN
2203997-1418,,4PX3000565972870CN
2203966-1418,,4PX3000565973648CN
2203891-1418,,4PX3000565973587CN
2189478-1418,,4PX3000565973914CN
2204158-1418,,4PX3000565972917CN
2203969-1418,,4PX3000565973969CN
2204172-1418,,33XHD122680301000935107
2203933-1418,,YT2311821272086076
2203995-1418,,4PX3000565974065CN
2203913-1418,,4PX3000565972887CN
2203919-1418,,4PX3000565973129CN
2204017-1418,,YT2311821272086130
106556,,YT2311821272086165
2204166-1418,,4PX3000565972955CN
2182471-1418,,WNBAA0236491543YQ
2204159-1418,,YT2311821272086084
106596,,4PX3000565973921CN
2204106-1418,,4PX3000565973051CN
2204124-1418,,4PX3000565973389CN
2204062-1418,,4PX3000565973532CN
2204083-1418,,4PX3000565973570CN
2204054-1418,,4PX3000565973792CN
106585,,4PX3000565973655CN
2193060-1418,,4PX3000565973815CN
106557,,4PX3000565974140CN
2204036-1418,,4PX3000565973778CN
2199608-1418,,4PX3000565973020CN
2203898-1418,,4PX3000565973525CN
2204040-1418,,JY234V100131033178
2204109-1418,,4PX3000565974010CN
2204164-1418,,YT2311821272086126
2204163-1418,,4PX3000565974003CN
2197014-1418,,4PX3000565973174CN
2203896-1418,,YT2311821272086112
2193824-1418,,4PX3000565974232CN
2204114-1418,,YT2311821272086176
2055270-1418,,4PX3000565973211CN
106587,,YT2311821272086212
2203986-1418,,4PX3000565974294CN
2204075-1418,,4PX3000565974089CN
2194968-1418,,4PX3000565974157CN
2204035-1418,,YT2311821272086227
2203884-1418,,4PX3000565974409CN
2203993-1418,,4PX3000565974362CN
2204118-1418,,YT2311821272086226
2203987-1418,,YT2311821272086254
2204167-1418,,4PX3000565974645CN
106572,,4PX3000565974416CN
2204149-1418,,4PX3000565974188CN
2203958-1418,,YT2311821272086098
2203971-1418,,YT2311821272086188
2198697-1418,,4PX3000565974522CN
2199304-1418,,WNBAA0236491569YQ
2197022-1418,,YT2311821211000230
2204139-1418,,JY234V100131033221
2204030-1418,,4PX3000565974461CN
2203939-1418,,YT2311821272086310
2204008-1418,,4PX3000565974270CN
2204181-1418,,WNBAA0236491600YQ
2203931-1418,,4PX3000565974874CN
2204039-1418,,1ZA8003V0499233678
2203983-1418,,4PX3000565974973CN
2204146-1418,,4PX3000565973433CN
2204122-1418,,4PX3000565974041CN
106583,,4PX3000565974225CN
2203894-1418,,4PX3000565974669CN
2203917-1418,,YT2311821272086294
2203979-1418,,JY234V100131033186
2203866-1418,,YT2311821272086297
2204046-1418,,4PX3000565974768CN
2203946-1418,,4PX3000565974850CN
2203952-1418,,YT2311821272086300
2203914-1418,,4PX3000565974287CN
2203888-1418,,YT2311821272086316
2203874-1418,,YT2311821211000229
2204004-1418,,4PX3000565974775CN
2204060-1418,,4PX3000565973761CN
2203929-1418,,YT2311821272086366
2204155-1418,,JY234V900131033250
2204101-1418,,YT2311821272086305
2203865-1418,,4PX3000565975482CN
2203920-1418,,4PX3000565974799CN
2203870-1418,,WNBAA0236491649YQ
106595,,4PX3000565974324CN
2184833-1418,,4PX3000565974959CN
2189719-1418,,4PX3000565974515CN
2150323-1418,,YT2311821272086430
2192764-1418,,4PX3000565974546CN
2204059-1418,,JY234V900131033293
2191984-1418,,JY234V100131033244
2203950-1418,,YT2311821272086123
1940529-1418,,YT2311821211000234
2203962-1418,,WNBAA0236491657YQ
2204169-1418,,4PX3000565974812CN
2204138-1418,,4PX3000565973983CN
2203921-1418,,4PX3000565974126CN
2203899-1418,,YT2311821272086411
2204014-1418,,WNBAA0236491614YQ
106578,,4PX3000565974201CN
#1TS5440-1,,4PX3000565974782CN
2203923-1418,,YT2311821272086424
2204137-1418,,YT2311821272086309
106566,,YT2311821272086314
106586,,4PX3000565974355CN
2197506-1418,,YT2311821272086326
2204005-1418,,YT2311821272086477
2204037-1418,,4PX3000565974843CN
2204019-1418,,YT2311821272086428
2203871-1418,,33XHE279108901000935100
2196952-1418,,WNBAA0236491625YQ
2204081-1418,,YT2311821272086484
2204127-1418,,33XHE279108501000935102
2203901-1418,,YT2311821272086328
